Customer ID,Recommended Product,Current Plan,Product Interest,Monthly Data Usage (GB),Monthly Voice Minutes,Monthly SMS Sent,Recommended
17451,Loyalty-Based Free Data Top-Ups,,Device Offers,29.55,550,211,1
91178,Upgrade to Premium Services for Free,,Voice Plans,29.26,656,100,1
53563,Loyalty-Based Free Data Top-Ups,,Device Offers,49.54,1259,44,1
19466,Contract Extension Bonuses,,Voice Plans,37.96,1978,81,1
40384,Upgrade to Premium Services for Free,,Voice Plans,22.39,1139,16,1
45645,Free Device,,Data Plans,35.52,1456,72,1
25338,Discounted Data Bundles,,Data Plans,19.77,1318,13,1
16815,Contract Extension Bonuses,,Data Plans,11.83,1619,432,1
93257,Loyalty-Based Free Data Top-Ups,,Value-Added Services,30.04,108,156,1
82526,Loyalty-Based Free Data Top-Ups,,Value-Added Services,46.45,1951,222,1
57483,Loyalty-Based Free Data Top-Ups,,Data Plans,46.49,433,131,1
39773,Loyalty-Based Free Data Top-Ups,,Value-Added Services,17.42,1456,337,1
89277,Discounted Voice Bundles,,Device Offers,26.62,1116,403,1
66589,Upgrade to Premium Services for Free,,Device Offers,10.98,426,375,1
29509,Loyalty-Based Free Data Top-Ups,,Value-Added Services,49.78,114,375,1
51036,Loyalty-Based Free Data Top-Ups,,Value-Added Services,49.07,938,46,1
88361,Discounted Voice Bundles,,Device Offers,32.65,1737,106,1
32543,Discounted Data Bundles,,Voice Plans,40.32,325,107,1
33091,Free Device,,Device Offers,35.9,1548,264,1
54419,Free Device,,Device Offers,29.86,1913,204,1
33031,Free Device,,Value-Added Services,3.14,1531,78,1
62989,Loyalty-Based Free Data Top-Ups,,Device Offers,23.01,212,154,1
69762,Discounted Data Bundles,,Value-Added Services,33.9,1551,270,1
49593,Loyalty-Based Free Data Top-Ups,,Value-Added Services,34.04,100,475,1
17064,Upgrade to Premium Services for Free,,Data Plans,18.97,365,484,1
43243,Loyalty-Based Free Data Top-Ups,,Device Offers,47.11,1614,246,1
16836,Discounted Data Bundles,,Voice Plans,8.78,1331,18,1
50848,Discounted Data Bundles,,Data Plans,25.27,1745,345,1
61389,Upgrade to Premium Services for Free,,Value-Added Services,34.7,1835,435,1
76798,Discounted Data Bundles,,Value-Added Services,35.01,1051,25,1
88448,Loyalty-Based Free Data Top-Ups,,Voice Plans,32.61,1492,216,1
29518,Discounted Data Bundles,,Value-Added Services,14.13,405,153,1
33459,Free Device,,Device Offers,8.23,111,153,1
32809,Loyalty-Based Free Data Top-Ups,,Data Plans,31.98,1468,173,1
78204,Loyalty-Based Free Data Top-Ups,,Value-Added Services,30.17,1588,91,1
97521,Upgrade to Premium Services for Free,,Value-Added Services,9.38,1823,432,1
49407,Discounted SMS Bundles,,Voice Plans,35.4,1789,337,1
62926,Discounted SMS Bundles,,Device Offers,23.03,1617,479,1
13934,Discounted Data Bundles,,Value-Added Services,33.55,1491,180,1
57842,Loyalty-Based Free Data Top-Ups,,Voice Plans,41.95,1969,130,1
97369,Discounted SMS Bundles,,Value-Added Services,8.9,1036,449,1
79837,Discounted SMS Bundles,,Voice Plans,1.45,519,480,1
21626,Discounted Data Bundles,,Voice Plans,39.07,988,297,1
64439,Discounted SMS Bundles,,Device Offers,30.68,1914,274,1
94482,Loyalty-Based Free Data Top-Ups,,Value-Added Services,35.13,270,272,1
11559,Discounted Voice Bundles,,Device Offers,41.99,233,491,1
76908,Upgrade to Premium Services for Free,,Voice Plans,40.24,1064,416,1
95910,Discounted Voice Bundles,,Data Plans,48.07,1550,75,1
74031,Discounted Data Bundles,,Value-Added Services,27.03,1148,176,1
71415,Free Device,,Data Plans,24.68,1653,183,1
13288,Upgrade to Premium Services for Free,,Value-Added Services,20.39,1313,318,1
19563,Discounted Data Bundles,,Device Offers,8.11,1264,130,1
61728,Loyalty-Based Free Data Top-Ups,,Device Offers,28.84,1678,362,1
68867,Free Device,,Device Offers,14.21,1969,48,1
45478,Discounted Voice Bundles,,Device Offers,46.1,1919,54,1
99217,Discounted Data Bundles,,Device Offers,29.37,757,153,1
66267,Loyalty-Based Free Data Top-Ups,,Data Plans,29.85,1438,354,1
63746,Upgrade to Premium Services for Free,,Device Offers,18.07,1567,199,1
77008,Upgrade to Premium Services for Free,,Voice Plans,3.07,1442,307,1
80161,Contract Extension Bonuses,,Voice Plans,2.07,1564,355,1
71340,Loyalty-Based Free Data Top-Ups,,Data Plans,21.46,1215,372,1
99346,Loyalty-Based Free Data Top-Ups,,Value-Added Services,4.69,278,117,1
10220,Discounted SMS Bundles,,Voice Plans,30.54,1179,262,1
17716,Free Device,,Value-Added Services,44.11,1278,45,1
39565,Loyalty-Based Free Data Top-Ups,,Data Plans,44.2,1795,301,1
69708,Contract Extension Bonuses,,Value-Added Services,33.12,210,355,1
80030,Discounted SMS Bundles,,Value-Added Services,10.96,236,399,1
99212,Discounted SMS Bundles,,Value-Added Services,43.22,331,407,1
48800,Discounted Data Bundles,,Value-Added Services,44.36,1091,188,1
97669,Discounted SMS Bundles,,Data Plans,10.23,567,309,1
54850,Loyalty-Based Free Data Top-Ups,,Voice Plans,37.0,831,317,1
15488,Upgrade to Premium Services for Free,,Device Offers,14.68,580,128,1
70787,Contract Extension Bonuses,,Value-Added Services,40.23,1191,48,1
21190,Discounted SMS Bundles,,Voice Plans,49.86,913,24,1
73522,Discounted Data Bundles,,Voice Plans,1.99,1372,265,1
77767,Loyalty-Based Free Data Top-Ups,,Data Plans,44.92,1093,117,1
59045,Discounted Voice Bundles,,Voice Plans,31.32,422,463,1
81602,Upgrade to Premium Services for Free,,Data Plans,48.68,1021,143,1
25124,Upgrade to Premium Services for Free,,Value-Added Services,23.52,1003,441,1
70872,Contract Extension Bonuses,,Value-Added Services,42.45,1641,199,1
91099,Upgrade to Premium Services for Free,,Device Offers,3.59,1915,156,1
46820,Discounted SMS Bundles,,Device Offers,17.1,1555,486,1
81946,Discounted Data Bundles,,Device Offers,3.82,1610,347,1
29294,Upgrade to Premium Services for Free,,Voice Plans,48.78,705,133,1
71679,Upgrade to Premium Services for Free,,Value-Added Services,40.94,528,399,1
17123,Discounted Voice Bundles,,Data Plans,42.7,1392,147,1
59663,Discounted Voice Bundles,,Device Offers,46.93,1832,335,1
18070,Free Device,,Data Plans,4.71,1660,70,1
60527,Loyalty-Based Free Data Top-Ups,,Data Plans,19.59,247,232,1
54012,Discounted SMS Bundles,,Device Offers,4.02,1241,333,1
29128,Upgrade to Premium Services for Free,,Value-Added Services,10.93,949,298,1
36838,Loyalty-Based Free Data Top-Ups,,Device Offers,11.85,466,153,1
65922,Upgrade to Premium Services for Free,,Data Plans,23.72,949,89,1
91486,Discounted Data Bundles,,Device Offers,13.79,1189,333,1
87762,Free Device,,Data Plans,5.5,912,198,1
57626,Loyalty-Based Free Data Top-Ups,,Data Plans,8.79,1493,160,1
51606,Loyalty-Based Free Data Top-Ups,,Device Offers,7.79,274,25,1
58027,Free Device,,Voice Plans,48.67,1954,120,1
20303,Contract Extension Bonuses,,Device Offers,38.08,687,300,1
80067,Loyalty-Based Free Data Top-Ups,,Voice Plans,48.4,594,211,1
89501,Upgrade to Premium Services for Free,,Data Plans,22.27,1072,62,1
55166,Upgrade to Premium Services for Free,,Data Plans,14.28,1237,450,1
70953,Loyalty-Based Free Data Top-Ups,,Voice Plans,40.02,1234,435,1
89338,Upgrade to Premium Services for Free,,Data Plans,16.65,1884,67,1
46338,Discounted SMS Bundles,,Voice Plans,15.32,1562,252,1
99372,Loyalty-Based Free Data Top-Ups,,Voice Plans,12.01,1838,409,1
71505,Free Device,,Data Plans,6.92,1270,458,1
54868,Loyalty-Based Free Data Top-Ups,,Value-Added Services,13.19,134,1,1
14683,Loyalty-Based Free Data Top-Ups,,Voice Plans,18.09,1098,397,1
46685,Upgrade to Premium Services for Free,,Device Offers,33.86,1432,107,1
19462,Discounted SMS Bundles,,Device Offers,3.6,637,285,1
33818,Discounted SMS Bundles,,Data Plans,10.92,849,48,1
36195,Contract Extension Bonuses,,Value-Added Services,40.55,1137,139,1
55202,Free Device,,Data Plans,7.77,473,217,1
82172,Discounted Voice Bundles,,Value-Added Services,17.46,656,43,1
60641,Discounted Voice Bundles,,Voice Plans,43.3,1551,416,1
40574,Loyalty-Based Free Data Top-Ups,,Voice Plans,8.17,1851,268,1
50621,Contract Extension Bonuses,,Voice Plans,4.6,332,77,1
78301,Discounted Data Bundles,,Voice Plans,24.48,804,215,1
11120,Loyalty-Based Free Data Top-Ups,,Device Offers,15.47,662,381,1
56287,Contract Extension Bonuses,,Device Offers,28.39,1038,97,1
74178,Free Device,,Data Plans,40.29,986,235,1
71532,Free Device,,Value-Added Services,7.29,825,281,1
65865,Free Device,,Voice Plans,29.24,1786,148,1
13704,Free Device,,Voice Plans,25.52,1563,411,1
21351,Free Device,,Value-Added Services,7.63,1625,303,1
47394,Contract Extension Bonuses,,Value-Added Services,31.39,1398,483,1
38357,Contract Extension Bonuses,,Data Plans,14.05,1973,423,1
36074,Discounted SMS Bundles,,Value-Added Services,24.65,175,65,1
58842,Loyalty-Based Free Data Top-Ups,,Voice Plans,4.57,538,233,1
47342,Discounted Voice Bundles,,Voice Plans,23.25,1855,456,1
98220,Upgrade to Premium Services for Free,,Voice Plans,15.67,1983,86,1
36400,Free Device,,Voice Plans,41.21,798,78,1
35627,Discounted Data Bundles,,Voice Plans,3.32,1412,204,1
49941,Upgrade to Premium Services for Free,,Data Plans,21.22,1014,278,1
43522,Contract Extension Bonuses,,Voice Plans,23.19,1663,336,1
17344,Discounted Data Bundles,,Data Plans,36.39,990,253,1
82022,Discounted Data Bundles,,Voice Plans,28.93,791,303,1
96990,Discounted Data Bundles,,Device Offers,33.53,352,379,1
81383,Discounted SMS Bundles,,Device Offers,38.96,1249,129,1
86489,Contract Extension Bonuses,,Device Offers,43.18,1300,83,1
25172,Discounted Data Bundles,,Device Offers,16.04,1160,275,1
55655,Free Device,,Data Plans,27.13,509,186,1
89212,Loyalty-Based Free Data Top-Ups,,Data Plans,42.09,1734,45,1
12133,Discounted Data Bundles,,Value-Added Services,49.48,1733,386,1
48745,Discounted SMS Bundles,,Voice Plans,44.53,226,182,1
20103,Upgrade to Premium Services for Free,,Device Offers,18.89,1606,267,1
56698,Contract Extension Bonuses,,Data Plans,10.16,1291,295,1
51671,Loyalty-Based Free Data Top-Ups,,Voice Plans,24.72,691,321,1
41343,Discounted SMS Bundles,,Voice Plans,37.21,393,99,1
33960,Discounted Data Bundles,,Data Plans,24.88,1968,77,1
90637,Contract Extension Bonuses,,Device Offers,24.42,1761,271,1
39073,Loyalty-Based Free Data Top-Ups,,Value-Added Services,41.99,1466,338,1
98676,Discounted Data Bundles,,Voice Plans,18.39,1119,161,1
23246,Discounted SMS Bundles,,Value-Added Services,43.06,409,43,1
43186,Discounted Voice Bundles,,Device Offers,20.64,761,237,1
86561,Free Device,,Device Offers,16.75,627,133,1
28462,Loyalty-Based Free Data Top-Ups,,Value-Added Services,22.97,639,460,1
32667,Upgrade to Premium Services for Free,,Device Offers,38.24,518,191,1
20996,Discounted SMS Bundles,,Voice Plans,6.74,543,355,1
24472,Contract Extension Bonuses,,Value-Added Services,10.22,784,277,1
76535,Loyalty-Based Free Data Top-Ups,,Device Offers,47.6,1681,17,1
29856,Loyalty-Based Free Data Top-Ups,,Value-Added Services,9.19,939,11,1
50739,Loyalty-Based Free Data Top-Ups,,Voice Plans,28.6,335,179,1
40376,Discounted Data Bundles,,Device Offers,29.18,1562,122,1
58688,Free Device,,Voice Plans,24.74,313,245,1
32111,Discounted Data Bundles,,Device Offers,32.41,184,221,1
40187,Contract Extension Bonuses,,Data Plans,11.88,893,372,1
36515,Discounted Data Bundles,,Device Offers,27.86,1867,50,1
65583,Discounted Voice Bundles,,Value-Added Services,18.92,184,487,1
79663,Free Device,,Device Offers,33.25,1612,70,1
24128,Free Device,,Voice Plans,7.49,164,479,1
58021,Contract Extension Bonuses,,Voice Plans,28.76,1769,47,1
58802,Upgrade to Premium Services for Free,,Device Offers,9.67,762,18,1
72157,Discounted Voice Bundles,,Value-Added Services,14.29,726,261,1
89647,Discounted SMS Bundles,,Data Plans,11.33,163,83,1
39869,Discounted Data Bundles,,Value-Added Services,9.55,1466,154,1
52965,Loyalty-Based Free Data Top-Ups,,Data Plans,41.37,1038,52,1
78378,Discounted Data Bundles,,Voice Plans,14.64,1998,106,1
13827,Loyalty-Based Free Data Top-Ups,,Value-Added Services,46.39,1018,356,1
11547,Discounted Data Bundles,,Data Plans,48.51,1475,303,1
58629,Discounted SMS Bundles,,Device Offers,28.78,1281,134,1
28159,Discounted Data Bundles,,Voice Plans,7.58,1712,442,1
45249,Discounted Voice Bundles,,Device Offers,19.04,590,68,1
17596,Discounted Voice Bundles,,Voice Plans,39.99,1781,10,1
10424,Free Device,,Value-Added Services,18.69,1978,142,1
20531,Contract Extension Bonuses,,Value-Added Services,4.81,1586,191,1
25491,Upgrade to Premium Services for Free,,Voice Plans,28.06,1348,386,1
47864,Loyalty-Based Free Data Top-Ups,,Voice Plans,42.33,412,377,1
47919,Loyalty-Based Free Data Top-Ups,,Voice Plans,39.9,714,68,1
83422,Discounted Data Bundles,,Value-Added Services,9.17,1018,22,1
13417,Discounted Data Bundles,,Data Plans,33.8,1982,180,1
97379,Discounted SMS Bundles,,Device Offers,11.41,912,292,1
88361,Contract Extension Bonuses,,Device Offers,11.3,1039,8,1
59068,Discounted Voice Bundles,,Value-Added Services,43.77,1589,270,1
50674,Loyalty-Based Free Data Top-Ups,,Device Offers,12.86,1211,386,1
15935,Free Device,,Voice Plans,13.53,1426,92,1
39986,Discounted Voice Bundles,,Data Plans,0.53,779,453,1
21859,Loyalty-Based Free Data Top-Ups,,Device Offers,43.6,534,16,1
75284,Contract Extension Bonuses,,Data Plans,39.73,781,153,1
73456,Loyalty-Based Free Data Top-Ups,,Voice Plans,31.55,1258,404,1
14424,Upgrade to Premium Services for Free,,Device Offers,37.64,1173,327,1
14777,Free Device,,Value-Added Services,8.03,1555,148,1
50152,Upgrade to Premium Services for Free,,Data Plans,23.19,439,376,1
53040,Discounted SMS Bundles,,Voice Plans,17.89,446,266,1
42398,Loyalty-Based Free Data Top-Ups,,Data Plans,5.14,745,421,1
11727,Discounted SMS Bundles,,Device Offers,24.56,1470,327,1
79344,Discounted Data Bundles,,Device Offers,46.08,748,105,1
97528,Upgrade to Premium Services for Free,,Value-Added Services,2.48,344,471,1
18356,Contract Extension Bonuses,,Voice Plans,14.93,208,380,1
46590,Loyalty-Based Free Data Top-Ups,,Voice Plans,10.77,1948,34,1
76341,Loyalty-Based Free Data Top-Ups,,Value-Added Services,12.29,1922,118,1
83913,Free Device,,Value-Added Services,45.47,632,13,1
46188,Discounted Voice Bundles,,Voice Plans,23.67,1213,13,1
84902,Contract Extension Bonuses,,Data Plans,23.58,395,265,1
24878,Contract Extension Bonuses,,Data Plans,38.15,211,139,1
41858,Discounted SMS Bundles,,Value-Added Services,8.15,1936,293,1
25813,Upgrade to Premium Services for Free,,Data Plans,24.62,1712,363,1
13399,Loyalty-Based Free Data Top-Ups,,Voice Plans,21.78,1300,118,1
30047,Loyalty-Based Free Data Top-Ups,,Device Offers,30.05,442,237,1
23375,Discounted Data Bundles,,Device Offers,49.98,1783,33,1
94945,Discounted Data Bundles,,Data Plans,38.59,200,168,1
65932,Free Device,,Value-Added Services,20.19,1881,9,1
60092,Discounted SMS Bundles,,Value-Added Services,41.46,728,121,1
19105,Contract Extension Bonuses,,Value-Added Services,8.95,1727,400,1
80185,Loyalty-Based Free Data Top-Ups,,Value-Added Services,2.01,1524,144,1
58419,Loyalty-Based Free Data Top-Ups,,Value-Added Services,10.62,127,450,1
67170,Discounted SMS Bundles,,Data Plans,17.35,1036,445,1
51749,Free Device,,Device Offers,25.77,1660,222,1
72476,Free Device,,Device Offers,30.95,157,370,1
70869,Discounted SMS Bundles,,Data Plans,45.57,1621,256,1
45954,Free Device,,Value-Added Services,25.74,396,267,1
82822,Discounted SMS Bundles,,Data Plans,25.31,233,358,1
77938,Discounted Voice Bundles,,Device Offers,2.99,1454,3,1
73114,Discounted SMS Bundles,,Voice Plans,2.23,348,425,1
55848,Upgrade to Premium Services for Free,,Data Plans,27.78,1120,396,1
79869,Discounted SMS Bundles,,Value-Added Services,22.19,649,353,1
37697,Free Device,,Device Offers,42.04,1001,105,1
29478,Loyalty-Based Free Data Top-Ups,,Device Offers,8.45,1198,84,1
35667,Upgrade to Premium Services for Free,,Device Offers,1.74,1777,213,1
43085,Free Device,,Device Offers,22.73,933,120,1
36012,Discounted Data Bundles,,Value-Added Services,12.26,1291,131,1
67685,Discounted Data Bundles,,Voice Plans,2.96,870,337,1
27891,Loyalty-Based Free Data Top-Ups,,Device Offers,36.37,1626,196,1
51407,Loyalty-Based Free Data Top-Ups,,Data Plans,6.02,1478,18,1
94678,Upgrade to Premium Services for Free,,Voice Plans,30.61,1348,129,1
88380,Discounted Voice Bundles,,Device Offers,14.41,1787,11,1
30895,Loyalty-Based Free Data Top-Ups,,Voice Plans,9.09,1654,80,1
61032,Discounted Data Bundles,,Data Plans,19.3,245,329,1
60801,Discounted SMS Bundles,,Device Offers,40.17,1364,353,1
44389,Free Device,,Data Plans,19.91,992,261,1
59037,Discounted Data Bundles,,Value-Added Services,37.66,443,391,1
71616,Discounted Data Bundles,,Device Offers,6.71,1872,124,1
41433,Discounted Voice Bundles,,Device Offers,38.75,1158,306,1
14613,Upgrade to Premium Services for Free,,Device Offers,12.23,801,266,1
16755,Upgrade to Premium Services for Free,,Device Offers,34.03,100,446,1
60686,Contract Extension Bonuses,,Value-Added Services,28.51,252,440,1
94177,Discounted Voice Bundles,,Device Offers,46.49,528,382,1
94935,Discounted SMS Bundles,,Voice Plans,19.67,607,139,1
85061,Upgrade to Premium Services for Free,,Device Offers,3.78,1249,328,1
51012,Free Device,,Value-Added Services,1.45,590,1,1
83517,Loyalty-Based Free Data Top-Ups,,Device Offers,41.43,1605,7,1
85090,Discounted Voice Bundles,,Voice Plans,26.47,444,249,1
98464,Loyalty-Based Free Data Top-Ups,,Value-Added Services,38.87,1861,138,1
27253,Discounted Data Bundles,,Value-Added Services,12.1,320,123,1
78846,Free Device,,Voice Plans,17.58,822,308,1
14665,Free Device,,Voice Plans,1.99,1148,227,1
48574,Discounted Data Bundles,,Voice Plans,48.09,627,9,1
33284,Discounted Voice Bundles,,Voice Plans,33.56,1305,468,1
49212,Discounted Data Bundles,,Voice Plans,46.69,1622,211,1
48700,Loyalty-Based Free Data Top-Ups,,Value-Added Services,13.64,940,111,1
67010,Contract Extension Bonuses,,Value-Added Services,30.77,1764,7,1
92811,Free Device,,Device Offers,34.09,1165,291,1
82005,Loyalty-Based Free Data Top-Ups,,Device Offers,16.22,580,476,1
38975,Loyalty-Based Free Data Top-Ups,,Data Plans,42.48,1029,361,1
97182,Loyalty-Based Free Data Top-Ups,,Device Offers,47.38,1971,459,1
39070,Discounted SMS Bundles,,Device Offers,44.3,1871,252,1
10461,Upgrade to Premium Services for Free,,Voice Plans,37.08,971,13,1
14005,Discounted Data Bundles,,Voice Plans,14.23,1562,239,1
95618,Discounted Data Bundles,,Device Offers,14.44,1525,437,1
12190,Discounted SMS Bundles,,Data Plans,48.19,1669,241,1
75662,Discounted SMS Bundles,,Voice Plans,1.01,444,468,1
93611,Loyalty-Based Free Data Top-Ups,,Device Offers,35.94,144,341,1
41190,Loyalty-Based Free Data Top-Ups,,Device Offers,35.46,1769,148,1
17011,Discounted SMS Bundles,,Value-Added Services,31.32,120,235,1
15630,Free Device,,Data Plans,49.51,1757,305,1
49248,Loyalty-Based Free Data Top-Ups,,Value-Added Services,15.94,1193,477,1
42845,Contract Extension Bonuses,,Data Plans,17.33,1987,166,1
91101,Loyalty-Based Free Data Top-Ups,,Voice Plans,4.41,972,19,1
41630,Discounted Data Bundles,,Data Plans,22.42,147,215,1
28838,Loyalty-Based Free Data Top-Ups,,Device Offers,13.42,1614,342,1
65083,Free Device,,Device Offers,17.5,650,134,1
73345,Discounted SMS Bundles,,Data Plans,41.81,386,392,1
98963,Discounted Data Bundles,,Data Plans,46.81,1101,128,1
20913,Loyalty-Based Free Data Top-Ups,,Data Plans,9.69,1133,409,1
34194,Free Device,,Value-Added Services,18.94,641,421,1
42403,Contract Extension Bonuses,,Data Plans,46.47,855,293,1
84824,Loyalty-Based Free Data Top-Ups,,Voice Plans,3.56,373,245,1
28944,Free Device,,Value-Added Services,5.07,1055,188,1
31989,Contract Extension Bonuses,,Value-Added Services,8.56,699,43,1
99820,Discounted SMS Bundles,,Data Plans,29.96,1879,85,1
97579,Loyalty-Based Free Data Top-Ups,,Voice Plans,7.95,480,43,1
93881,Contract Extension Bonuses,,Value-Added Services,48.42,1452,329,1
70255,Discounted Data Bundles,,Device Offers,22.61,578,374,1
80717,Discounted SMS Bundles,,Value-Added Services,25.33,114,445,1
41232,Discounted Data Bundles,,Data Plans,12.71,615,377,1
46735,Loyalty-Based Free Data Top-Ups,,Voice Plans,23.81,290,389,1
19804,Discounted Voice Bundles,,Data Plans,33.26,1291,144,1
16390,Loyalty-Based Free Data Top-Ups,,Device Offers,37.68,1644,50,1
95884,Contract Extension Bonuses,,Device Offers,37.82,720,241,1
95353,Discounted Voice Bundles,,Device Offers,29.11,1260,293,1
80186,Discounted Voice Bundles,,Data Plans,45.27,253,407,1
41162,Contract Extension Bonuses,,Value-Added Services,40.96,1511,50,1
23318,Discounted SMS Bundles,,Data Plans,37.97,1332,265,1
40099,Loyalty-Based Free Data Top-Ups,,Voice Plans,3.25,371,119,1
67477,Loyalty-Based Free Data Top-Ups,,Value-Added Services,0.84,242,199,1
19415,Discounted Data Bundles,,Device Offers,11.02,1734,404,1
93715,Free Device,,Data Plans,33.34,1943,247,1
28083,Discounted Data Bundles,,Device Offers,20.85,1192,69,1
60681,Free Device,,Device Offers,20.42,346,340,1
35095,Discounted Data Bundles,,Voice Plans,44.29,1384,56,1
41399,Contract Extension Bonuses,,Value-Added Services,44.83,887,381,1
87366,Loyalty-Based Free Data Top-Ups,,Voice Plans,45.5,178,38,1
82069,Loyalty-Based Free Data Top-Ups,,Voice Plans,16.04,1781,471,1
67343,Free Device,,Voice Plans,34.71,722,288,1
80821,Loyalty-Based Free Data Top-Ups,,Device Offers,13.95,1893,442,1
63844,Loyalty-Based Free Data Top-Ups,,Voice Plans,9.94,1728,17,1
98107,Loyalty-Based Free Data Top-Ups,,Voice Plans,9.64,624,439,1
68031,Upgrade to Premium Services for Free,,Value-Added Services,17.43,871,219,1
98483,Discounted SMS Bundles,,Value-Added Services,21.78,1037,312,1
75017,Discounted Data Bundles,,Voice Plans,41.63,1744,243,1
27791,Loyalty-Based Free Data Top-Ups,,Value-Added Services,6.43,1453,351,1
11663,Discounted Data Bundles,,Value-Added Services,36.88,1312,459,1
78959,Loyalty-Based Free Data Top-Ups,,Voice Plans,26.81,1218,303,1
20355,Free Device,,Device Offers,14.75,716,297,1
50996,Discounted SMS Bundles,,Voice Plans,24.89,1131,282,1
42457,Discounted SMS Bundles,,Value-Added Services,15.35,166,73,1
78901,Contract Extension Bonuses,,Device Offers,30.01,1619,109,1
92455,Upgrade to Premium Services for Free,,Data Plans,21.98,290,179,1
43198,Contract Extension Bonuses,,Device Offers,8.64,1489,425,1
95872,Contract Extension Bonuses,,Value-Added Services,6.27,867,31,1
88699,Contract Extension Bonuses,,Device Offers,27.56,620,233,1
33862,Contract Extension Bonuses,,Voice Plans,45.17,1089,281,1
49410,Contract Extension Bonuses,,Data Plans,17.53,1240,24,1
62868,Loyalty-Based Free Data Top-Ups,,Data Plans,36.78,366,330,1
37828,Discounted SMS Bundles,,Data Plans,33.1,1734,278,1
24288,Contract Extension Bonuses,,Value-Added Services,46.61,584,225,1
91513,Loyalty-Based Free Data Top-Ups,,Value-Added Services,41.14,1632,56,1
55144,Discounted SMS Bundles,,Data Plans,28.55,1421,179,1
49069,Discounted SMS Bundles,,Device Offers,33.02,1287,231,1
67238,Discounted Voice Bundles,,Data Plans,44.97,475,381,1
94228,Loyalty-Based Free Data Top-Ups,,Device Offers,20.28,752,342,1
65786,Contract Extension Bonuses,,Device Offers,16.68,1391,476,1
69461,Discounted Data Bundles,,Value-Added Services,1.04,648,286,1
53203,Free Device,,Device Offers,41.41,1197,63,1
92282,Upgrade to Premium Services for Free,,Data Plans,40.15,1631,454,1
63166,Loyalty-Based Free Data Top-Ups,,Value-Added Services,5.67,172,231,1
92193,Discounted Data Bundles,,Voice Plans,29.05,407,288,1
74036,Loyalty-Based Free Data Top-Ups,,Voice Plans,23.47,298,212,1
67933,Free Device,,Value-Added Services,6.38,1253,257,1
72347,Loyalty-Based Free Data Top-Ups,,Data Plans,49.04,1881,17,1
95923,Loyalty-Based Free Data Top-Ups,,Voice Plans,11.13,1947,174,1
69715,Discounted SMS Bundles,,Voice Plans,3.83,671,416,1
87456,Free Device,,Device Offers,29.94,890,228,1
99783,Discounted SMS Bundles,,Device Offers,37.07,1738,225,1
69934,Loyalty-Based Free Data Top-Ups,,Data Plans,2.11,1931,83,1
25473,Discounted Data Bundles,,Value-Added Services,33.11,1955,290,1
57996,Loyalty-Based Free Data Top-Ups,,Data Plans,26.85,1610,434,1
77678,Discounted Data Bundles,,Value-Added Services,5.61,1976,369,1
43456,Free Device,,Voice Plans,9.04,1274,245,1
12862,Free Device,,Device Offers,28.61,1792,401,1
26444,Contract Extension Bonuses,,Data Plans,15.17,1329,109,1
37260,Loyalty-Based Free Data Top-Ups,,Data Plans,46.95,278,253,1
83235,Contract Extension Bonuses,,Value-Added Services,41.03,296,87,1
73110,Loyalty-Based Free Data Top-Ups,,Value-Added Services,49.19,834,71,1
14407,Contract Extension Bonuses,,Data Plans,13.35,188,380,1
50231,Discounted SMS Bundles,,Value-Added Services,48.5,898,29,1
10686,Free Device,,Data Plans,21.85,1557,171,1
55501,Discounted Data Bundles,,Data Plans,17.7,887,308,1
27533,Loyalty-Based Free Data Top-Ups,,Data Plans,2.99,847,393,1
87319,Loyalty-Based Free Data Top-Ups,,Voice Plans,3.11,1306,342,1
65584,Loyalty-Based Free Data Top-Ups,,Value-Added Services,34.75,308,435,1
30620,Discounted Data Bundles,,Device Offers,23.17,592,176,1
94600,Contract Extension Bonuses,,Device Offers,11.71,1253,138,1
68931,Loyalty-Based Free Data Top-Ups,,Value-Added Services,30.89,764,193,1
87195,Upgrade to Premium Services for Free,,Data Plans,13.02,1136,185,1
33753,Discounted SMS Bundles,,Device Offers,29.09,1757,217,1
20872,Free Device,,Device Offers,18.28,970,163,1
72621,Discounted Data Bundles,,Value-Added Services,41.27,831,160,1
48046,Free Device,,Device Offers,41.12,1229,430,1
98398,Upgrade to Premium Services for Free,,Data Plans,24.13,1498,12,1
93189,Loyalty-Based Free Data Top-Ups,,Value-Added Services,17.87,1705,295,1
87444,Loyalty-Based Free Data Top-Ups,,Data Plans,18.45,1830,88,1
17543,Loyalty-Based Free Data Top-Ups,,Device Offers,40.38,797,323,1
72938,Upgrade to Premium Services for Free,,Device Offers,16.74,1222,41,1
21506,Discounted Data Bundles,,Data Plans,10.85,693,402,1
87707,Loyalty-Based Free Data Top-Ups,,Voice Plans,4.69,1710,209,1
22143,Discounted SMS Bundles,,Device Offers,23.6,985,228,1
23580,Loyalty-Based Free Data Top-Ups,,Voice Plans,24.37,951,349,1
34592,Discounted Voice Bundles,,Device Offers,42.12,1315,274,1
71679,Discounted Data Bundles,,Voice Plans,11.45,424,441,1
97639,Discounted Voice Bundles,,Voice Plans,19.36,1078,278,1
87524,Upgrade to Premium Services for Free,,Voice Plans,40.52,1849,250,1
71275,Contract Extension Bonuses,,Data Plans,41.27,1950,309,1
25628,Discounted Voice Bundles,,Voice Plans,19.54,1055,207,1
